,date,open,high,low,close,adj_close,volume,symbol
473,2019-11-18,3117.90991210938,3124.169921875,3112.06005859375,3122.03002929687,3122.03002929687,3440140000,^GSPC
474,2019-11-19,3127.44995117187,3127.63989257812,3113.46997070312,3120.17993164062,3120.17993164062,3613670000,^GSPC
475,2019-11-20,3114.65991210938,3118.96997070312,3091.40991210938,3108.4599609375,3108.4599609375,4041010000,^GSPC
476,2019-11-21,3108.48999023437,3110.11010742187,3094.55004882812,3103.5400390625,3103.5400390625,3744010000,^GSPC
477,2019-11-22,3111.40991210937,3112.8701171875,3099.26000976562,3110.2900390625,3110.2900390625,3235270000,^GSPC
478,2019-11-25,3117.43994140625,3133.830078125,3117.43994140625,3133.63989257812,3133.63989257812,3514310000,^GSPC
479,2019-11-26,3134.85009765625,3142.68994140625,3131,3140.52001953125,3140.52001953125,4600450000,^GSPC
480,2019-11-27,3145.48999023437,3154.26000976562,3143.40991210937,3153.6298828125,3153.6298828125,3035470000,^GSPC
481,2019-11-29,3147.17993164062,3150.30004882813,3139.34008789062,3140.97998046875,3140.97998046875,1743420000,^GSPC
482,2019-12-02,3143.85009765625,3144.31005859375,3110.78002929687,3113.8701171875,3113.8701171875,3285750000,^GSPC
483,2019-12-03,3087.40991210938,3094.96997070312,3070.330078125,3093.19995117187,3093.19995117187,3671580000,^GSPC
484,2019-12-04,3103.5,3119.3798828125,3102.53002929687,3112.76000976562,3112.76000976562,3702980000,^GSPC
485,2019-12-05,3119.2099609375,3119.44995117187,3103.76000976562,3117.42993164062,3117.42993164062,3360480000,^GSPC
486,2019-12-06,3134.6201171875,3150.60009765625,3134.6201171875,3145.90991210938,3145.90991210938,3483310000,^GSPC
487,2019-12-09,3141.86010742187,3148.8701171875,3135.4599609375,3135.9599609375,3135.9599609375,3400470000,^GSPC
488,2019-12-10,3135.36010742187,3142.1201171875,3126.09008789062,3132.52001953125,3132.52001953125,3346310000,^GSPC
489,2019-12-11,3135.75,3143.97998046875,3133.2099609375,3141.6298828125,3141.6298828125,3257650000,^GSPC
490,2019-12-12,3141.22998046875,3176.28002929687,3138.46997070313,3168.57006835937,3168.57006835937,4003200000,^GSPC
491,2019-12-13,3166.64990234375,3182.67993164062,3156.51000976563,3168.80004882813,3168.80004882813,3757650000,^GSPC
492,2019-12-16,3183.6298828125,3197.7099609375,3183.6298828125,3191.44995117187,3191.44995117187,4070200000,^GSPC
493,2019-12-17,3195.39990234375,3198.21997070312,3191.03002929688,3192.52001953125,3192.52001953125,3842940000,^GSPC
494,2019-12-18,3195.2099609375,3198.47998046875,3191.13989257812,3191.13989257812,3191.13989257812,4029950000,^GSPC
495,2019-12-19,3192.32006835937,3205.47998046875,3192.32006835937,3205.3701171875,3205.3701171875,3784360000,^GSPC
496,2019-12-20,3223.330078125,3225.64990234375,3216.03002929687,3221.21997070312,3221.21997070312,6457480000,^GSPC
497,2019-12-23,3226.05004882812,3227.78002929687,3222.30004882812,3224.01000976562,3224.01000976562,3064530000,^GSPC
498,2019-12-24,3225.44995117187,3226.42993164062,3220.51000976563,3223.3798828125,3223.3798828125,1296530000,^GSPC
499,2019-12-26,3227.19995117188,3240.080078125,3227.19995117188,3239.90991210937,3239.90991210937,2164540000,^GSPC
500,2019-12-27,3247.22998046875,3247.92993164063,3234.3701171875,3240.02001953125,3240.02001953125,2429150000,^GSPC
501,2019-12-30,3240.09008789062,3240.919921875,3216.57006835937,3221.2900390625,3221.2900390625,3021720000,^GSPC
502,2019-12-31,3215.17993164062,3231.71997070312,3212.03002929687,3230.78002929687,3230.78002929687,2894760000,^GSPC
503,2020-01-02,3244.669921875,3258.13989257812,3235.53002929687,3257.85009765625,3257.85009765625,3459930000,^GSPC
504,2020-01-03,3226.36010742187,3246.14990234375,3222.34008789062,3234.85009765625,3234.85009765625,3484700000,^GSPC
505,2020-01-06,3217.55004882812,3246.84008789063,3214.63989257813,3246.28002929688,3246.28002929688,3702460000,^GSPC
506,2020-01-07,3241.86010742187,3244.90991210937,3232.42993164062,3237.17993164062,3237.17993164062,3435910000,^GSPC
507,2020-01-08,3238.59008789062,3267.07006835937,3236.669921875,3253.05004882812,3253.05004882812,3726840000,^GSPC
508,2020-01-09,3266.03002929687,3275.580078125,3263.669921875,3274.69995117187,3274.69995117187,3641230000,^GSPC
509,2020-01-10,3281.81005859375,3282.98999023437,3260.86010742187,3265.35009765625,3265.35009765625,3214580000,^GSPC
510,2020-01-13,3271.1298828125,3288.1298828125,3268.42993164062,3288.1298828125,3288.1298828125,3459390000,^GSPC
511,2020-01-14,3285.35009765625,3294.25,3277.18994140625,3283.14990234375,3283.14990234375,3687620000,^GSPC
512,2020-01-15,3282.27001953125,3298.65991210937,3280.68994140625,3289.2900390625,3289.2900390625,3721490000,^GSPC
513,2020-01-16,3302.96997070312,3317.11010742187,3302.82006835938,3316.81005859375,3316.81005859375,3540580000,^GSPC
514,2020-01-17,3323.65991210937,3329.8798828125,3318.86010742187,3329.6201171875,3329.6201171875,3726220000,^GSPC
515,2020-01-21,3321.03002929687,3329.7900390625,3316.61010742187,3320.7900390625,3320.7900390625,4104840000,^GSPC
516,2020-01-22,3330.02001953125,3337.77001953125,3320.0400390625,3321.75,3321.75,3623780000,^GSPC
517,2020-01-23,3315.77001953125,3326.8798828125,3301.8701171875,3325.5400390625,3325.5400390625,3766710000,^GSPC
518,2020-01-24,3333.10009765625,3333.17993164062,3281.53002929688,3295.46997070313,3295.46997070313,3708780000,^GSPC
519,2020-01-27,3247.15991210937,3258.85009765625,3234.5,3243.6298828125,3243.6298828125,3831050000,^GSPC
520,2020-01-28,3255.35009765625,3285.78002929687,3253.21997070312,3276.23999023437,3276.23999023437,3531570000,^GSPC
521,2020-01-29,3289.4599609375,3293.46997070312,3271.88989257812,3273.39990234375,3273.39990234375,3600250000,^GSPC
522,2020-01-30,3256.44995117187,3285.90991210937,3242.80004882812,3283.65991210937,3283.65991210937,3790350000,^GSPC
523,2020-01-31,3282.330078125,3282.330078125,3214.67993164062,3225.52001953125,3225.52001953125,4529700000,^GSPC
524,2020-02-03,3235.65991210938,3268.43994140625,3235.65991210938,3248.919921875,3248.919921875,3760460000,^GSPC
525,2020-02-04,3280.61010742188,3306.919921875,3280.61010742188,3297.59008789062,3297.59008789062,3996900000,^GSPC
526,2020-02-05,3324.90991210937,3337.580078125,3313.75,3334.68994140625,3334.68994140625,4121480000,^GSPC
527,2020-02-06,3344.919921875,3347.9599609375,3334.38989257812,3345.78002929688,3345.78002929688,3887250000,^GSPC
528,2020-02-07,3335.5400390625,3341.419921875,3322.1201171875,3327.7099609375,3327.7099609375,3733920000,^GSPC
529,2020-02-10,3318.28002929687,3352.26000976562,3317.77001953125,3352.09008789062,3352.09008789062,3462730000,^GSPC
530,2020-02-11,3365.8701171875,3375.6298828125,3352.71997070312,3357.75,3357.75,3762940000,^GSPC
531,2020-02-12,3370.5,3381.46997070312,3369.71997070312,3379.44995117188,3379.44995117188,3930910000,^GSPC
532,2020-02-13,3365.89990234375,3385.09008789062,3360.52001953125,3373.93994140625,3373.93994140625,3500890000,^GSPC
533,2020-02-14,3378.080078125,3380.68994140625,3366.14990234375,3380.15991210937,3380.15991210937,3419700000,^GSPC
534,2020-02-18,3369.0400390625,3375.01000976562,3355.61010742187,3370.2900390625,3370.2900390625,3750400000,^GSPC
535,2020-02-19,3380.38989257812,3393.52001953125,3378.830078125,3386.14990234375,3386.14990234375,3614200000,^GSPC
536,2020-02-20,3380.44995117187,3389.14990234375,3341.02001953125,3373.22998046875,3373.22998046875,4019180000,^GSPC
537,2020-02-21,3360.5,3360.76000976563,3328.44995117187,3337.75,3337.75,3908780000,^GSPC
538,2020-02-24,3257.61010742187,3259.81005859375,3214.64990234375,3225.88989257813,3225.88989257813,4851160000,^GSPC
539,2020-02-25,3238.93994140625,3246.98999023437,3118.77001953125,3128.2099609375,3128.2099609375,5596760000,^GSPC
540,2020-02-26,3139.89990234375,3182.51000976562,3108.98999023438,3116.38989257812,3116.38989257812,5484650000,^GSPC
541,2020-02-27,3062.5400390625,3097.07006835937,2977.38989257812,2978.76000976562,2978.76000976562,7064710000,^GSPC
542,2020-02-28,2916.89990234375,2959.71997070313,2855.84008789063,2954.21997070313,2954.21997070313,8569570000,^GSPC
543,2020-03-02,2974.28002929687,3090.9599609375,2945.18994140625,3090.22998046875,3090.22998046875,6381330000,^GSPC
544,2020-03-03,3096.4599609375,3136.71997070312,2976.6298828125,3003.3701171875,3003.3701171875,6376510000,^GSPC
545,2020-03-04,3045.75,3130.96997070312,3034.3798828125,3130.1201171875,3130.1201171875,5073020000,^GSPC
546,2020-03-05,3075.69995117187,3083.0400390625,2999.830078125,3023.93994140625,3023.93994140625,5579290000,^GSPC
547,2020-03-06,2954.19995117187,2985.92993164063,2901.5400390625,2972.3701171875,2972.3701171875,6555240000,^GSPC
548,2020-03-09,2863.88989257812,2863.88989257812,2734.42993164062,2746.56005859375,2746.56005859375,8441290000,^GSPC
549,2020-03-10,2813.47998046875,2882.59008789062,2734,2882.22998046875,2882.22998046875,7642040000,^GSPC
550,2020-03-11,2825.60009765625,2825.60009765625,2707.21997070312,2741.3798828125,2741.3798828125,7431200000,^GSPC
551,2020-03-12,2630.86010742188,2660.94995117187,2478.86010742187,2480.63989257812,2480.63989257812,8850810000,^GSPC
552,2020-03-13,2569.98999023437,2711.330078125,2492.3701171875,2711.02001953125,2711.02001953125,8299070000,^GSPC
553,2020-03-16,2508.59008789062,2562.97998046875,2380.93994140625,2386.1298828125,2386.1298828125,7805450000,^GSPC
554,2020-03-17,2425.65991210938,2553.92993164063,2367.0400390625,2529.18994140625,2529.18994140625,8370250000,^GSPC
555,2020-03-18,2436.5,2453.57006835937,2280.52001953125,2398.10009765625,2398.10009765625,8799300000,^GSPC
556,2020-03-19,2393.47998046875,2466.96997070313,2319.78002929687,2409.38989257813,2409.38989257813,7956100000,^GSPC
557,2020-03-20,2431.93994140625,2453.01000976562,2295.56005859375,2304.919921875,2304.919921875,9053950000,^GSPC
558,2020-03-23,2290.7099609375,2300.72998046875,2191.86010742187,2237.39990234375,2237.39990234375,7411380000,^GSPC
559,2020-03-24,2344.43994140625,2449.7099609375,2344.43994140625,2447.330078125,2447.330078125,7563150000,^GSPC
560,2020-03-25,2457.77001953125,2571.419921875,2407.53002929687,2475.56005859375,2475.56005859375,8300010000,^GSPC
561,2020-03-26,2501.2900390625,2637.01000976562,2500.71997070313,2630.07006835937,2630.07006835937,7766990000,^GSPC
562,2020-03-27,2555.8701171875,2615.90991210937,2520.02001953125,2541.46997070313,2541.46997070313,6201670000,^GSPC
563,2020-03-30,2558.97998046875,2631.80004882812,2545.28002929688,2626.64990234375,2626.64990234375,5751120000,^GSPC
564,2020-03-31,2614.68994140625,2641.38989257812,2571.14990234375,2584.59008789062,2584.59008789062,6576210000,^GSPC
565,2020-04-01,2498.080078125,2522.75,2447.48999023437,2470.5,2470.5,5964000000,^GSPC
566,2020-04-02,2458.5400390625,2533.21997070312,2455.7900390625,2526.89990234375,2526.89990234375,6464190000,^GSPC
567,2020-04-03,2514.919921875,2538.17993164062,2459.9599609375,2488.64990234375,2488.64990234375,6096970000,^GSPC
568,2020-04-06,2578.28002929687,2676.85009765625,2574.57006835937,2663.67993164063,2663.67993164063,6403840000,^GSPC
569,2020-04-07,2738.64990234375,2756.88989257812,2657.669921875,2659.40991210937,2659.40991210937,7050410000,^GSPC
570,2020-04-08,2685,2760.75,2663.30004882812,2749.97998046875,2749.97998046875,5875710000,^GSPC
571,2020-04-09,2776.98999023437,2818.57006835937,2762.36010742187,2789.82006835937,2789.82006835937,7899550000,^GSPC
572,2020-04-13,2782.4599609375,2782.4599609375,2721.169921875,2761.6298828125,2761.6298828125,5319530000,^GSPC
573,2020-04-14,2805.10009765625,2851.85009765625,2805.10009765625,2846.06005859375,2846.06005859375,5615730000,^GSPC
574,2020-04-15,2795.63989257813,2801.8798828125,2761.5400390625,2783.36010742187,2783.36010742187,5208000000,^GSPC
575,2020-04-16,2799.34008789062,2806.51000976562,2764.32006835938,2799.55004882812,2799.55004882812,5228810000,^GSPC
576,2020-04-17,2842.42993164063,2879.21997070312,2830.8798828125,2874.56005859375,2874.56005859375,5804810000,^GSPC
577,2020-04-20,2845.6201171875,2868.97998046875,2820.42993164062,2823.15991210938,2823.15991210938,5228630000,^GSPC
578,2020-04-21,2784.81005859375,2785.5400390625,2727.10009765625,2736.56005859375,2736.56005859375,5121010000,^GSPC
579,2020-04-22,2787.88989257812,2815.10009765625,2775.94995117187,2799.31005859375,2799.31005859375,5084920000,^GSPC
580,2020-04-23,2810.419921875,2844.89990234375,2794.26000976563,2797.80004882813,2797.80004882813,5773530000,^GSPC
581,2020-04-24,2812.63989257812,2842.7099609375,2791.76000976563,2836.73999023437,2836.73999023437,5382810000,^GSPC
582,2020-04-27,2854.64990234375,2887.71997070313,2852.88989257812,2878.47998046875,2878.47998046875,5203930000,^GSPC
583,2020-04-28,2909.9599609375,2921.14990234375,2860.7099609375,2863.38989257812,2863.38989257812,5691160000,^GSPC
584,2020-04-29,2918.4599609375,2954.86010742187,2912.15991210937,2939.51000976563,2939.51000976563,6645640000,^GSPC
585,2020-04-30,2930.90991210937,2930.90991210937,2892.46997070313,2912.42993164062,2912.42993164062,6544980000,^GSPC
586,2020-05-01,2869.09008789062,2869.09008789062,2821.61010742188,2830.7099609375,2830.7099609375,4759810000,^GSPC
587,2020-05-04,2815.01000976563,2844.23999023437,2797.85009765625,2842.73999023437,2842.73999023437,4735930000,^GSPC
588,2020-05-05,2868.8798828125,2898.22998046875,2863.55004882813,2868.43994140625,2868.43994140625,5140290000,^GSPC
589,2020-05-06,2883.13989257813,2891.11010742187,2847.64990234375,2848.419921875,2848.419921875,4892570000,^GSPC
590,2020-05-07,2878.26000976562,2901.919921875,2876.47998046875,2881.18994140625,2881.18994140625,5178790000,^GSPC
591,2020-05-08,2908.830078125,2932.15991210938,2902.8798828125,2929.80004882812,2929.80004882812,4876030000,^GSPC
592,2020-05-11,2915.4599609375,2944.25,2903.43994140625,2930.18994140625,2930.18994140625,4819730000,^GSPC
593,2020-05-12,2939.5,2945.82006835937,2869.59008789063,2870.1201171875,2870.1201171875,5119630000,^GSPC
594,2020-05-13,2865.86010742187,2874.13989257813,2793.14990234375,2820,2820,6151650000,^GSPC
595,2020-05-14,2794.5400390625,2852.80004882812,2766.63989257812,2852.5,2852.5,5651130000,^GSPC
596,2020-05-15,2829.94995117187,2865.01000976562,2816.78002929688,2863.69995117187,2863.69995117187,5507700000,^GSPC
597,2020-05-18,2913.86010742187,2968.09008789063,2913.86010742187,2953.90991210937,2953.90991210937,6373670000,^GSPC
598,2020-05-19,2948.59008789062,2964.2099609375,2922.35009765625,2922.93994140625,2922.93994140625,4984330000,^GSPC
599,2020-05-20,2953.6298828125,2980.2900390625,2953.6298828125,2971.61010742187,2971.61010742187,5005380000,^GSPC
600,2020-05-21,2969.94995117188,2978.5,2938.57006835937,2948.51000976562,2948.51000976562,4976620000,^GSPC
601,2020-05-22,2948.05004882812,2956.76000976562,2933.59008789063,2955.44995117187,2955.44995117187,3970860000,^GSPC
602,2020-05-26,3004.080078125,3021.71997070312,2988.169921875,2991.77001953125,2991.77001953125,5848500000,^GSPC
603,2020-05-27,3015.64990234375,3036.25,2969.75,3036.1298828125,3036.1298828125,6398000000,^GSPC
604,2020-05-28,3046.61010742188,3068.669921875,3023.39990234375,3029.72998046875,3029.72998046875,5447020000,^GSPC
605,2020-05-29,3025.169921875,3049.169921875,2998.61010742188,3044.31005859375,3044.31005859375,7297550000,^GSPC
606,2020-06-01,3038.78002929688,3062.17993164062,3031.5400390625,3055.72998046875,3055.72998046875,4684170000,^GSPC
607,2020-06-02,3064.78002929687,3081.07006835937,3051.63989257812,3080.82006835938,3080.82006835938,5197150000,^GSPC
608,2020-06-03,3098.89990234375,3130.93994140625,3098.89990234375,3122.8701171875,3122.8701171875,6005560000,^GSPC
609,2020-06-04,3111.56005859375,3128.90991210937,3090.40991210937,3112.35009765625,3112.35009765625,6451290000,^GSPC
610,2020-06-05,3163.84008789062,3211.71997070312,3163.84008789062,3193.92993164062,3193.92993164062,8639300000,^GSPC
611,2020-06-08,3199.919921875,3233.1298828125,3196,3232.38989257813,3232.38989257813,8498300000,^GSPC
612,2020-06-09,3213.32006835937,3222.7099609375,3193.11010742187,3207.17993164062,3207.17993164062,6410930000,^GSPC
613,2020-06-10,3213.419921875,3223.27001953125,3181.48999023437,3190.13989257812,3190.13989257812,6598870000,^GSPC
614,2020-06-11,3123.53002929687,3123.53002929687,2999.48999023437,3002.10009765625,3002.10009765625,7037320000,^GSPC
615,2020-06-12,3071.0400390625,3088.419921875,2984.46997070312,3041.31005859375,3041.31005859375,5845330000,^GSPC
616,2020-06-15,2993.76000976563,3079.76000976562,2965.65991210938,3066.59008789063,3066.59008789063,5757480000,^GSPC
617,2020-06-16,3131,3153.44995117188,3076.06005859375,3124.73999023437,3124.73999023437,5845810000,^GSPC
618,2020-06-17,3136.1298828125,3141.15991210938,3108.03002929687,3113.48999023437,3113.48999023437,4560450000,^GSPC
619,2020-06-18,3101.63989257812,3120,3093.51000976562,3115.34008789063,3115.34008789063,4448690000,^GSPC
620,2020-06-19,3140.2900390625,3155.53002929687,3083.11010742187,3097.73999023438,3097.73999023438,8346650000,^GSPC
621,2020-06-22,3094.419921875,3120.919921875,3079.38989257813,3117.86010742187,3117.86010742187,4686690000,^GSPC
622,2020-06-23,3138.69995117187,3154.89990234375,3127.1201171875,3131.2900390625,3131.2900390625,4711850000,^GSPC
623,2020-06-24,3114.39990234375,3115.01000976562,3032.1298828125,3050.330078125,3050.330078125,5597680000,^GSPC
624,2020-06-25,3046.60009765625,3086.25,3024.01000976562,3083.76000976562,3083.76000976562,4847690000,^GSPC
625,2020-06-26,3073.19995117187,3073.72998046875,3004.6298828125,3009.05004882812,3009.05004882812,8107850000,^GSPC
626,2020-06-29,3018.59008789062,3053.88989257812,2999.73999023437,3053.23999023437,3053.23999023437,4473970000,^GSPC
627,2020-06-30,3050.19995117188,3111.51000976563,3047.830078125,3100.2900390625,3100.2900390625,4705850000,^GSPC
628,2020-07-01,3105.919921875,3128.43994140625,3101.169921875,3115.86010742187,3115.86010742187,4449230000,^GSPC
629,2020-07-02,3143.63989257812,3165.81005859375,3124.52001953125,3130.01000976563,3130.01000976563,4197720000,^GSPC
630,2020-07-06,3155.2900390625,3182.59008789062,3155.2900390625,3179.71997070312,3179.71997070312,4759160000,^GSPC
631,2020-07-07,3166.43994140625,3184.14990234375,3142.92993164063,3145.32006835937,3145.32006835937,4571330000,^GSPC
632,2020-07-08,3153.07006835937,3171.80004882812,3136.53002929688,3169.93994140625,3169.93994140625,4937310000,^GSPC
633,2020-07-09,3176.169921875,3179.78002929688,3115.69995117187,3152.05004882813,3152.05004882813,4843650000,^GSPC
634,2020-07-10,3152.46997070312,3186.82006835937,3136.21997070312,3185.0400390625,3185.0400390625,4524190000,^GSPC
635,2020-07-13,3205.080078125,3235.32006835937,3149.42993164063,3155.21997070313,3155.21997070313,4902440000,^GSPC
636,2020-07-14,3141.11010742187,3200.94995117187,3127.65991210937,3197.52001953125,3197.52001953125,4507140000,^GSPC
637,2020-07-15,3225.97998046875,3238.28002929688,3200.76000976562,3226.56005859375,3226.56005859375,4686830000,^GSPC
638,2020-07-16,3208.36010742187,3220.38989257813,3198.59008789062,3215.57006835937,3215.57006835937,3972860000,^GSPC
639,2020-07-17,3224.2099609375,3233.52001953125,3205.64990234375,3224.72998046875,3224.72998046875,4012850000,^GSPC
640,2020-07-20,3224.2900390625,3258.61010742187,3215.15991210937,3251.84008789062,3251.84008789062,3979340000,^GSPC
641,2020-07-21,3268.52001953125,3277.2900390625,3247.77001953125,3257.30004882812,3257.30004882812,4556610000,^GSPC
642,2020-07-22,3254.86010742187,3279.32006835937,3253.10009765625,3276.02001953125,3276.02001953125,4267160000,^GSPC
643,2020-07-23,3271.63989257813,3279.98999023437,3222.65991210937,3235.65991210938,3235.65991210938,4296760000,^GSPC
644,2020-07-24,3218.580078125,3227.26000976562,3200.05004882813,3215.6298828125,3215.6298828125,3689410000,^GSPC
645,2020-07-27,3219.84008789062,3241.42993164063,3214.25,3239.40991210937,3239.40991210937,3970310000,^GSPC
646,2020-07-28,3234.27001953125,3243.71997070312,3216.169921875,3218.43994140625,3218.43994140625,4053180000,^GSPC
647,2020-07-29,3227.21997070312,3264.73999023437,3227.21997070312,3258.43994140625,3258.43994140625,4478200000,^GSPC
648,2020-07-30,3231.76000976563,3250.919921875,3204.1298828125,3246.21997070312,3246.21997070312,4264920000,^GSPC
649,2020-07-31,3270.44995117188,3272.169921875,3220.26000976562,3271.1201171875,3271.1201171875,5007530000,^GSPC
650,2020-08-03,3288.26000976562,3302.72998046875,3284.53002929687,3294.61010742187,3294.61010742187,4438940000,^GSPC
651,2020-08-04,3289.919921875,3306.84008789062,3286.3701171875,3306.51000976562,3306.51000976562,4414380000,^GSPC
652,2020-08-05,3317.3701171875,3330.77001953125,3317.3701171875,3327.77001953125,3327.77001953125,4535060000,^GSPC
653,2020-08-06,3323.169921875,3351.03002929687,3318.13989257813,3349.15991210937,3349.15991210937,4278930000,^GSPC
654,2020-08-07,3340.05004882812,3352.5400390625,3328.71997070312,3351.28002929688,3351.28002929688,4110030000,^GSPC
655,2020-08-10,3356.0400390625,3363.2900390625,3335.43994140625,3360.46997070313,3360.46997070313,4327920000,^GSPC
656,2020-08-11,3370.34008789062,3381.01000976562,3326.43994140625,3333.68994140625,3333.68994140625,4880540000,^GSPC
657,2020-08-12,3355.4599609375,3387.88989257813,3355.4599609375,3380.35009765625,3380.35009765625,3772250000,^GSPC
658,2020-08-13,3372.94995117187,3387.23999023437,3363.35009765625,3373.42993164062,3373.42993164062,3438730000,^GSPC
659,2020-08-14,3368.65991210938,3378.51000976562,3361.63989257812,3372.85009765625,3372.85009765625,3200060000,^GSPC
660,2020-08-17,3380.86010742188,3387.59008789062,3379.21997070312,3381.98999023437,3381.98999023437,3460330000,^GSPC
661,2020-08-18,3387.0400390625,3395.06005859375,3370.14990234375,3389.78002929688,3389.78002929688,3669550000,^GSPC
662,2020-08-19,3392.51000976562,3399.5400390625,3369.65991210937,3374.85009765625,3374.85009765625,3679480000,^GSPC
663,2020-08-20,3360.47998046875,3390.80004882813,3354.68994140625,3385.51000976563,3385.51000976563,3431040000,^GSPC
664,2020-08-21,3386.01000976562,3399.9599609375,3379.31005859375,3397.15991210937,3397.15991210937,3505010000,^GSPC
665,2020-08-24,3418.09008789062,3432.09008789062,3413.1298828125,3431.28002929687,3431.28002929687,3743410000,^GSPC
666,2020-08-25,3435.94995117187,3444.2099609375,3425.84008789062,3443.6201171875,3443.6201171875,3627650000,^GSPC
667,2020-08-26,3449.96997070312,3481.07006835937,3444.14990234375,3478.72998046875,3478.72998046875,3780530000,^GSPC
668,2020-08-27,3485.13989257812,3501.3798828125,3468.35009765625,3484.55004882813,3484.55004882813,3955890000,^GSPC
669,2020-08-28,3494.68994140625,3509.22998046875,3484.32006835937,3508.01000976562,3508.01000976562,3868510000,^GSPC
670,2020-08-31,3509.72998046875,3514.77001953125,3493.25,3500.31005859375,3500.31005859375,4348280000,^GSPC
671,2020-09-01,3507.43994140625,3528.03002929687,3494.60009765625,3526.64990234375,3526.64990234375,4101490000,^GSPC
672,2020-09-02,3543.76000976562,3588.11010742187,3535.22998046875,3580.84008789062,3580.84008789062,4295640000,^GSPC
673,2020-09-03,3564.73999023437,3564.85009765625,3427.40991210937,3455.06005859375,3455.06005859375,4911830000,^GSPC
674,2020-09-04,3453.60009765625,3479.14990234375,3349.6298828125,3426.9599609375,3426.9599609375,4438720000,^GSPC
675,2020-09-08,3371.8798828125,3379.96997070312,3329.27001953125,3331.84008789063,3331.84008789063,4694330000,^GSPC
676,2020-09-09,3369.82006835937,3424.77001953125,3366.84008789062,3398.9599609375,3398.9599609375,3932520000,^GSPC
677,2020-09-10,3412.56005859375,3425.55004882812,3329.25,3339.18994140625,3339.18994140625,4208630000,^GSPC
678,2020-09-11,3352.69995117187,3368.94995117187,3310.46997070312,3340.96997070312,3340.96997070312,3710090000,^GSPC
679,2020-09-14,3363.56005859375,3402.92993164062,3363.56005859375,3383.5400390625,3383.5400390625,3839580000,^GSPC
680,2020-09-15,3407.72998046875,3419.47998046875,3389.25,3401.19995117188,3401.19995117188,4057190000,^GSPC
681,2020-09-16,3411.22998046875,3428.919921875,3384.44995117187,3385.48999023438,3385.48999023438,4718900000,^GSPC
682,2020-09-17,3346.86010742187,3375.169921875,3328.82006835937,3357.01000976562,3357.01000976562,4379840000,^GSPC
683,2020-09-18,3357.3798828125,3362.27001953125,3292.39990234375,3319.46997070313,3319.46997070313,7076400000,^GSPC
684,2020-09-21,3285.57006835937,3285.57006835937,3229.10009765625,3281.06005859375,3281.06005859375,4836070000,^GSPC
685,2020-09-22,3295.75,3320.31005859375,3270.94995117187,3315.57006835938,3315.57006835938,3974510000,^GSPC
686,2020-09-23,3320.11010742187,3323.35009765625,3232.57006835937,3236.919921875,3236.919921875,4378650000,^GSPC
687,2020-09-24,3226.13989257812,3278.69995117187,3209.44995117187,3246.59008789062,3246.59008789062,4601920000,^GSPC
688,2020-09-25,3236.65991210937,3306.8798828125,3228.43994140625,3298.4599609375,3298.4599609375,3803330000,^GSPC
689,2020-09-28,3333.89990234375,3360.73999023437,3332.90991210937,3351.60009765625,3351.60009765625,3950910000,^GSPC
690,2020-09-29,3350.919921875,3357.919921875,3327.5400390625,3335.46997070312,3335.46997070312,3661590000,^GSPC
691,2020-09-30,3341.2099609375,3393.56005859375,3340.46997070313,3363,3363,4738640000,^GSPC
692,2020-10-01,3385.8701171875,3397.17993164062,3361.38989257813,3380.80004882812,3380.80004882812,4076340000,^GSPC
693,2020-10-02,3338.93994140625,3369.10009765625,3323.68994140625,3348.419921875,3348.419921875,3975180000,^GSPC
694,2020-10-05,3367.27001953125,3409.57006835937,3367.27001953125,3408.60009765625,3408.60009765625,3692720000,^GSPC
695,2020-10-06,3408.73999023438,3431.56005859375,3354.5400390625,3360.96997070312,3360.96997070312,4453390000,^GSPC
696,2020-10-07,3384.56005859375,3426.26000976562,3384.56005859375,3419.43994140625,3419.43994140625,3814750000,^GSPC
697,2020-10-08,3434.28002929687,3447.28002929687,3428.14990234375,3446.830078125,3446.830078125,3867640000,^GSPC
698,2020-10-09,3459.669921875,3482.34008789063,3458.07006835937,3477.13989257812,3477.13989257812,3944090000,^GSPC
699,2020-10-12,3500.02001953125,3549.85009765625,3499.61010742187,3534.21997070313,3534.21997070313,3435760000,^GSPC
700,2020-10-13,3534.01000976562,3534.01000976562,3500.86010742187,3511.92993164062,3511.92993164062,3611100000,^GSPC
701,2020-10-14,3515.46997070312,3527.93994140625,3480.55004882813,3488.669921875,3488.669921875,3858510000,^GSPC
702,2020-10-15,3453.71997070312,3489.080078125,3440.88989257812,3483.34008789062,3483.34008789062,3724550000,^GSPC
703,2020-10-16,3493.5,3515.76000976562,3480.44995117188,3483.81005859375,3483.81005859375,4688030000,^GSPC
704,2020-10-19,3493.65991210938,3502.419921875,3419.92993164062,3426.919921875,3426.919921875,4091080000,^GSPC
705,2020-10-20,3439.3798828125,3476.92993164062,3435.64990234375,3443.1201171875,3443.1201171875,3917850000,^GSPC
706,2020-10-21,3439.90991210937,3464.86010742187,3433.06005859375,3435.56005859375,3435.56005859375,4103960000,^GSPC
707,2020-10-22,3438.5,3460.53002929687,3415.34008789062,3453.48999023438,3453.48999023438,4172060000,^GSPC
708,2020-10-23,3464.89990234375,3466.4599609375,3440.44995117188,3465.38989257812,3465.38989257812,3651600000,^GSPC
